Strategy report
Symbol: /ES:XCME
Work Time: 11/11/20, 7:30 AM - 7/29/21, 1:30 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
2617;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,686.50;12/22/20, 8:50 AM;$375.00;$328,962.50;-50.0;
2618;shared_kg_EveryTickOHLC(OHLC|3,685|3,685.75|3,679.5|3,683.75);Buy to Open;1;50.0;$3,679.00;12/22/20, 8:50 AM;;$329,200.00;0.0;
2619;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,685.75;12/22/20, 9:00 AM;$312.50;$329,175.00;-50.0;
2620;shared_kg_EveryTickOHLC(OHLC|3,683.75|3,686.5|3,676|3,686.25);Buy to Open;1;50.0;$3,679.50;12/22/20, 9:00 AM;;$329,512.50;0.0;
2621;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,686.50;12/22/20, 9:10 AM;$525.00;$329,812.50;-50.0;
2622;shared_kg_EveryTickOHLC(OHLC|3,686.5|3,687|3,676|3,680.5);Buy to Open;1;50.0;$3,676.00;12/22/20, 9:10 AM;;$330,037.50;0.0;
2623;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,687.00;12/22/20, 9:20 AM;$550.00;$330,112.50;-50.0;
2624;shared_kg_EveryTickOHLC(OHLC|3,680.5|3,685.5|3,678.5|3,685.5);Buy to Open;1;50.0;$3,676.00;12/22/20, 9:20 AM;;$330,587.50;0.0;
2625;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,685.50;12/22/20, 9:30 AM;$350.00;$330,512.50;-50.0;
2626;shared_kg_EveryTickOHLC(OHLC|3,685.5|3,689|3,683.75|3,687);Buy to Open;1;50.0;$3,678.50;12/22/20, 9:30 AM;;$330,937.50;0.0;
2627;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,689.00;12/22/20, 9:40 AM;$262.50;$331,362.50;-50.0;
2628;shared_kg_EveryTickOHLC(OHLC|3,687.25|3,688.5|3,680.25|3,680.5);Buy to Open;1;50.0;$3,683.75;12/22/20, 9:40 AM;;$331,200.00;0.0;
2629;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,688.50;12/22/20, 9:50 AM;$412.50;$331,487.50;-50.0;
2630;shared_kg_EveryTickOHLC(OHLC|3,680.5|3,683.5|3,679|3,682.75);Buy to Open;1;50.0;$3,680.25;12/22/20, 9:50 AM;;$331,612.50;0.0;
2631;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,683.50;12/22/20, 10:00 AM;$225.00;$331,625.00;-50.0;
2632;shared_kg_EveryTickOHLC(OHLC|3,682.75|3,684|3,678.25|3,683.25);Buy to Open;1;50.0;$3,679.00;12/22/20, 10:00 AM;;$331,837.50;0.0;
2633;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,684.00;12/22/20, 10:10 AM;$287.50;$331,750.00;-50.0;
2634;shared_kg_EveryTickOHLC(OHLC|3,683.5|3,686.25|3,681.25|3,685.75);Buy to Open;1;50.0;$3,678.25;12/22/20, 10:10 AM;;$332,125.00;0.0;
2635;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,686.25;12/22/20, 10:20 AM;$250.00;$332,337.50;-50.0;
2636;shared_kg_EveryTickOHLC(OHLC|3,685.75|3,686.25|3,680|3,682);Buy to Open;1;50.0;$3,681.25;12/22/20, 10:20 AM;;$332,375.00;0.0;
2637;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,686.25;12/22/20, 10:30 AM;$312.50;$333,012.50;-50.0;
2638;shared_kg_EveryTickOHLC(OHLC|3,682|3,682.5|3,670.75|3,673.5);Buy to Open;1;50.0;$3,680.00;12/22/20, 10:30 AM;;$332,687.50;0.0;
2639;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,682.50;12/22/20, 10:40 AM;$587.50;$333,250.00;-50.0;
2640;shared_kg_EveryTickOHLC(OHLC|3,673.5|3,673.75|3,665.75|3,671.25);Buy to Open;1;50.0;$3,670.75;12/22/20, 10:40 AM;;$333,275.00;0.0;
2641;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,673.75;12/22/20, 10:50 AM;$400.00;$333,175.00;-50.0;
2642;shared_kg_EveryTickOHLC(OHLC|3,671.25|3,676.25|3,668.25|3,675.75);Buy to Open;1;50.0;$3,665.75;12/22/20, 10:50 AM;;$333,675.00;0.0;
2643;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,676.25;12/22/20, 11:00 AM;$400.00;$333,675.00;-50.0;
2644;shared_kg_EveryTickOHLC(OHLC|3,675.75|3,678.5|3,674.5|3,676.25);Buy to Open;1;50.0;$3,668.25;12/22/20, 11:00 AM;;$334,075.00;0.0;
2645;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,678.50;12/22/20, 11:10 AM;$200.00;$334,050.00;-50.0;
2646;shared_kg_EveryTickOHLC(OHLC|3,676.25|3,680.75|3,675.5|3,679);Buy to Open;1;50.0;$3,674.50;12/22/20, 11:10 AM;;$334,275.00;0.0;
2647;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,680.75;12/22/20, 11:20 AM;$262.50;$334,512.50;-50.0;
2648;shared_kg_EveryTickOHLC(OHLC|3,679.25|3,680.5|3,676|3,676);Buy to Open;1;50.0;$3,675.50;12/22/20, 11:20 AM;;$334,537.50;0.0;
2649;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,680.50;12/22/20, 11:30 AM;$225.00;$334,612.50;-50.0;
2650;shared_kg_EveryTickOHLC(OHLC|3,676.25|3,680.25|3,676|3,679);Buy to Open;1;50.0;$3,676.00;12/22/20, 11:30 AM;;$334,762.50;0.0;
2651;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,680.25;12/22/20, 11:40 AM;$212.50;$334,725.00;-50.0;
2652;shared_kg_EveryTickOHLC(OHLC|3,679|3,681.75|3,678.75|3,681);Buy to Open;1;50.0;$3,676.00;12/22/20, 11:40 AM;;$334,975.00;0.0;
2653;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,681.75;12/22/20, 11:50 AM;$150.00;$335,050.00;-50.0;
2654;shared_kg_EveryTickOHLC(OHLC|3,681.25|3,681.5|3,678.25|3,680.25);Buy to Open;1;50.0;$3,678.75;12/22/20, 11:50 AM;;$335,125.00;0.0;
2655;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,681.50;12/22/20, 12:00 PM;$162.50;$335,137.50;-50.0;
2656;shared_kg_EveryTickOHLC(OHLC|3,680.25|3,682.75|3,679.5|3,681.25);Buy to Open;1;50.0;$3,678.25;12/22/20, 12:00 PM;;$335,287.50;0.0;
2657;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,682.75;12/22/20, 12:10 PM;$162.50;$335,262.50;-50.0;
2658;shared_kg_EveryTickOHLC(OHLC|3,681.25|3,684.25|3,681|3,683.25);Buy to Open;1;50.0;$3,679.50;12/22/20, 12:10 PM;;$335,450.00;0.0;
2659;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,684.25;12/22/20, 12:20 PM;$162.50;$335,487.50;-50.0;
2660;shared_kg_EveryTickOHLC(OHLC|3,683.25|3,684.25|3,682.75|3,683.5);Buy to Open;1;50.0;$3,681.00;12/22/20, 12:20 PM;;$335,612.50;0.0;
2661;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,684.25;12/22/20, 12:30 PM;$75.00;$335,487.50;-50.0;
2662;shared_kg_EveryTickOHLC(OHLC|3,683.75|3,687|3,683.5|3,686.75);Buy to Open;1;50.0;$3,682.75;12/22/20, 12:30 PM;;$335,687.50;0.0;
2663;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,687.00;12/22/20, 12:40 PM;$175.00;$335,775.00;-50.0;
2664;shared_kg_EveryTickOHLC(OHLC|3,686.75|3,686.75|3,683.75|3,685.25);Buy to Open;1;50.0;$3,683.50;12/22/20, 12:40 PM;;$335,862.50;0.0;
2665;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,686.75;12/22/20, 12:50 PM;$150.00;$335,925.00;-50.0;
2666;shared_kg_EveryTickOHLC(OHLC|3,685|3,688.25|3,685|3,685.5);Buy to Open;1;50.0;$3,683.75;12/22/20, 12:50 PM;;$336,012.50;0.0;
2667;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,688.25;12/22/20, 1:00 PM;$162.50;$336,200.00;-50.0;
2668;shared_kg_EveryTickOHLC(OHLC|3,685.75|3,687|3,683.25|3,684.5);Buy to Open;1;50.0;$3,685.00;12/22/20, 1:00 PM;;$336,175.00;0.0;
2669;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,687.00;12/22/20, 1:10 PM;$187.50;$336,237.50;-50.0;
2670;shared_kg_EveryTickOHLC(OHLC|3,684.5|3,686|3,683.25|3,685.75);Buy to Open;1;50.0;$3,683.25;12/22/20, 1:10 PM;;$336,362.50;0.0;
2671;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,686.00;12/22/20, 1:20 PM;$137.50;$336,400.00;-50.0;
2672;shared_kg_EveryTickOHLC(OHLC|3,685.75|3,686.75|3,683.5|3,685.25);Buy to Open;1;50.0;$3,683.25;12/22/20, 1:20 PM;;$336,500.00;0.0;
2673;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,686.75;12/22/20, 1:30 PM;$162.50;$336,887.50;-50.0;
2674;shared_kg_EveryTickOHLC(OHLC|3,685.25|3,685.5|3,678.75|3,679);Buy to Open;1;50.0;$3,683.50;12/22/20, 1:30 PM;;$336,662.50;0.0;
2675;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,685.50;12/22/20, 1:40 PM;$337.50;$336,850.00;-50.0;
2676;shared_kg_EveryTickOHLC(OHLC|3,678.75|3,681.75|3,677.75|3,681.75);Buy to Open;1;50.0;$3,678.75;12/22/20, 1:40 PM;;$337,000.00;0.0;
2677;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,681.75;12/22/20, 1:50 PM;$200.00;$337,012.50;-50.0;
2678;shared_kg_EveryTickOHLC(OHLC|3,681.5|3,683|3,679.25|3,681.5);Buy to Open;1;50.0;$3,677.75;12/22/20, 1:50 PM;;$337,200.00;0.0;
2679;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,683.00;12/22/20, 2:00 PM;$187.50;$337,462.50;-50.0;
2680;shared_kg_EveryTickOHLC(OHLC|3,681.25|3,682.5|3,677.5|3,677.75);Buy to Open;1;50.0;$3,679.25;12/22/20, 2:00 PM;;$337,387.50;0.0;
2681;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,682.50;12/22/20, 2:10 PM;$250.00;$337,625.00;-50.0;
2682;shared_kg_EveryTickOHLC(OHLC|3,677.75|3,679.5|3,675.25|3,677.75);Buy to Open;1;50.0;$3,677.50;12/22/20, 2:10 PM;;$337,637.50;0.0;
2683;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,679.50;12/22/20, 2:20 PM;$212.50;$337,837.50;-50.0;
2684;shared_kg_EveryTickOHLC(OHLC|3,677.75|3,679.5|3,674.75|3,675.5);Buy to Open;1;50.0;$3,675.25;12/22/20, 2:20 PM;;$337,850.00;0.0;
2685;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,679.50;12/22/20, 2:30 PM;$237.50;$338,137.50;-50.0;
2686;shared_kg_EveryTickOHLC(OHLC|3,675.5|3,677.5|3,673.25|3,673.75);Buy to Open;1;50.0;$3,674.75;12/22/20, 2:30 PM;;$338,087.50;0.0;
2687;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,677.50;12/22/20, 2:40 PM;$212.50;$338,212.50;-50.0;
2688;shared_kg_EveryTickOHLC(OHLC|3,673.5|3,679|3,671.5|3,675);Buy to Open;1;50.0;$3,673.25;12/22/20, 2:40 PM;;$338,300.00;0.0;
2689;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,679.00;12/22/20, 2:50 PM;$375.00;$338,337.50;-50.0;
2690;shared_kg_EveryTickOHLC(OHLC|3,674.75|3,679|3,673.25|3,678.25);Buy to Open;1;50.0;$3,671.50;12/22/20, 2:50 PM;;$338,675.00;0.0;
2691;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,679.00;12/22/20, 3:00 PM;$287.50;$338,812.50;-50.0;
2692;shared_kg_EveryTickOHLC(OHLC|3,678|3,679.25|3,674.25|3,676.25);Buy to Open;1;50.0;$3,673.25;12/22/20, 3:00 PM;;$338,962.50;0.0;
2693;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,685.75;12/23/20, 7:30 AM;$125.00;$338,912.50;-50.0;
2694;shared_kg_EveryTickOHLC(OHLC|3,684.75|3,687.25|3,682.75|3,686.75);Buy to Open;1;50.0;$3,683.25;12/23/20, 7:30 AM;;$339,087.50;0.0;
2695;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,687.25;12/23/20, 7:40 AM;$225.00;$339,012.50;-50.0;
2696;shared_kg_EveryTickOHLC(OHLC|3,686.75|3,689|3,686.25|3,688.75);Buy to Open;1;50.0;$3,682.75;12/23/20, 7:40 AM;;$339,312.50;0.0;
2697;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,689.00;12/23/20, 7:50 AM;$137.50;$339,412.50;-50.0;
2698;shared_kg_EveryTickOHLC(OHLC|3,688.5|3,689.75|3,687|3,687);Buy to Open;1;50.0;$3,686.25;12/23/20, 7:50 AM;;$339,450.00;0.0;
2699;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,689.75;12/23/20, 8:00 AM;$137.50;$339,625.00;-50.0;
2700;shared_kg_EveryTickOHLC(OHLC|3,687.25|3,687.75|3,685.75|3,686.25);Buy to Open;1;50.0;$3,687.00;12/23/20, 8:00 AM;;$339,587.50;0.0;
2701;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,687.75;12/23/20, 8:10 AM;$100.00;$339,562.50;-50.0;
2702;shared_kg_EveryTickOHLC(OHLC|3,686.25|3,689.75|3,686.25|3,688.25);Buy to Open;1;50.0;$3,685.75;12/23/20, 8:10 AM;;$339,687.50;0.0;
2703;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,689.75;12/23/20, 8:20 AM;$175.00;$339,762.50;-50.0;
2704;shared_kg_EveryTickOHLC(OHLC|3,688.25|3,689.5|3,687.25|3,688.25);Buy to Open;1;50.0;$3,686.25;12/23/20, 8:20 AM;;$339,862.50;0.0;
2705;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,689.50;12/23/20, 8:30 AM;$112.50;$339,625.00;-50.0;
2706;shared_kg_EveryTickOHLC(OHLC|3,688.25|3,696.25|3,687.75|3,694.25);Buy to Open;1;50.0;$3,687.25;12/23/20, 8:30 AM;;$339,975.00;0.0;
2707;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,696.25;12/23/20, 8:40 AM;$425.00;$340,112.50;-50.0;
2708;shared_kg_EveryTickOHLC(OHLC|3,694.25|3,695|3,688.25|3,693.5);Buy to Open;1;50.0;$3,687.75;12/23/20, 8:40 AM;;$340,400.00;0.0;
2709;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,695.00;12/23/20, 8:50 AM;$337.50;$340,387.50;-50.0;
2710;shared_kg_EveryTickOHLC(OHLC|3,693.5|3,697.5|3,691.75|3,695.25);Buy to Open;1;50.0;$3,688.25;12/23/20, 8:50 AM;;$340,737.50;0.0;
2711;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,697.50;12/23/20, 9:00 AM;$287.50;$340,925.00;-50.0;
2712;shared_kg_EveryTickOHLC(OHLC|3,695|3,697|3,692|3,693.75);Buy to Open;1;50.0;$3,691.75;12/23/20, 9:00 AM;;$341,025.00;0.0;
2713;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,697.00;12/23/20, 9:10 AM;$250.00;$341,375.00;-50.0;
2714;shared_kg_EveryTickOHLC(OHLC|3,693.75|3,695|3,688.25|3,690);Buy to Open;1;50.0;$3,692.00;12/23/20, 9:10 AM;;$341,275.00;0.0;
2715;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,695.00;12/23/20, 9:20 AM;$337.50;$341,512.50;-50.0;
2716;shared_kg_EveryTickOHLC(OHLC|3,690|3,692.25|3,689.25|3,690.25);Buy to Open;1;50.0;$3,688.25;12/23/20, 9:20 AM;;$341,612.50;0.0;
2717;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,692.25;12/23/20, 9:30 AM;$150.00;$341,550.00;-50.0;
2718;shared_kg_EveryTickOHLC(OHLC|3,690.25|3,694.25|3,689.5|3,693.5);Buy to Open;1;50.0;$3,689.25;12/23/20, 9:30 AM;;$341,762.50;0.0;
2719;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,694.25;12/23/20, 9:40 AM;$237.50;$341,850.00;-50.0;
2720;shared_kg_EveryTickOHLC(OHLC|3,693.5|3,693.75|3,690.75|3,692.5);Buy to Open;1;50.0;$3,689.50;12/23/20, 9:40 AM;;$342,000.00;0.0;
2721;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,693.75;12/23/20, 9:50 AM;$150.00;$342,025.00;-50.0;
2722;shared_kg_EveryTickOHLC(OHLC|3,692.25|3,694.25|3,690|3,693.25);Buy to Open;1;50.0;$3,690.75;12/23/20, 9:50 AM;;$342,150.00;0.0;
2723;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,694.25;12/23/20, 10:00 AM;$212.50;$342,175.00;-50.0;
2724;shared_kg_EveryTickOHLC(OHLC|3,693|3,695.25|3,692|3,693.75);Buy to Open;1;50.0;$3,690.00;12/23/20, 10:00 AM;;$342,362.50;0.0;
2725;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,695.25;12/23/20, 10:10 AM;$162.50;$342,412.50;-50.0;
2726;shared_kg_EveryTickOHLC(OHLC|3,693.75|3,696.75|3,693.5|3,694.25);Buy to Open;1;50.0;$3,692.00;12/23/20, 10:10 AM;;$342,525.00;0.0;
2727;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,696.75;12/23/20, 10:20 AM;$162.50;$342,712.50;-50.0;
2728;shared_kg_EveryTickOHLC(OHLC|3,694.5|3,695.75|3,692.5|3,693);Buy to Open;1;50.0;$3,693.50;12/23/20, 10:20 AM;;$342,687.50;0.0;
2729;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,695.75;12/23/20, 10:30 AM;$162.50;$342,875.00;-50.0;
2730;shared_kg_EveryTickOHLC(OHLC|3,693|3,694.5|3,691.75|3,692);Buy to Open;1;50.0;$3,692.50;12/23/20, 10:30 AM;;$342,850.00;0.0;
2731;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,694.50;12/23/20, 10:40 AM;$137.50;$342,825.00;-50.0;
2732;shared_kg_EveryTickOHLC(OHLC|3,692.25|3,695.25|3,692.25|3,695);Buy to Open;1;50.0;$3,691.75;12/23/20, 10:40 AM;;$342,987.50;0.0;
2733;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,695.25;12/23/20, 10:50 AM;$150.00;$342,937.50;-50.0;
2734;shared_kg_EveryTickOHLC(OHLC|3,695.25|3,696.75|3,694.75|3,696.25);Buy to Open;1;50.0;$3,692.25;12/23/20, 10:50 AM;;$343,137.50;0.0;
2735;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,696.75;12/23/20, 11:00 AM;$100.00;$343,175.00;-50.0;
2736;shared_kg_EveryTickOHLC(OHLC|3,696.25|3,697.25|3,695|3,696);Buy to Open;1;50.0;$3,694.75;12/23/20, 11:00 AM;;$343,237.50;0.0;
2737;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,697.25;12/23/20, 11:10 AM;$112.50;$343,250.00;-50.0;
2738;shared_kg_EveryTickOHLC(OHLC|3,696|3,698.25|3,696|3,697);Buy to Open;1;50.0;$3,695.00;12/23/20, 11:10 AM;;$343,350.00;0.0;
2739;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,698.25;12/23/20, 11:20 AM;$112.50;$343,475.00;-50.0;
2740;shared_kg_EveryTickOHLC(OHLC|3,697|3,697.25|3,695.5|3,695.75);Buy to Open;1;50.0;$3,696.00;12/23/20, 11:20 AM;;$343,462.50;0.0;
2741;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,697.25;12/23/20, 11:30 AM;$87.50;$343,450.00;-50.0;
2742;shared_kg_EveryTickOHLC(OHLC|3,695.75|3,698.5|3,695.75|3,697.5);Buy to Open;1;50.0;$3,695.50;12/23/20, 11:30 AM;;$343,550.00;0.0;
2743;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,698.50;12/23/20, 11:40 AM;$137.50;$343,575.00;-50.0;
2744;shared_kg_EveryTickOHLC(OHLC|3,697.75|3,699.25|3,697.5|3,698);Buy to Open;1;50.0;$3,695.75;12/23/20, 11:40 AM;;$343,687.50;0.0;
2745;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,699.25;12/23/20, 11:50 AM;$87.50;$343,750.00;-50.0;
2746;shared_kg_EveryTickOHLC(OHLC|3,697.75|3,698.5|3,697.5|3,698);Buy to Open;1;50.0;$3,697.50;12/23/20, 11:50 AM;;$343,775.00;0.0;
2747;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,698.50;12/23/20, 12:00 PM;$50.00;$343,737.50;-50.0;
2748;shared_kg_EveryTickOHLC(OHLC|3,698|3,700|3,697.75|3,699.25);Buy to Open;1;50.0;$3,697.50;12/23/20, 12:00 PM;;$343,825.00;0.0;
2749;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,700.00;12/23/20, 12:10 PM;$112.50;$343,887.50;-50.0;
2750;shared_kg_EveryTickOHLC(OHLC|3,699.25|3,700.75|3,698.5|3,698.75);Buy to Open;1;50.0;$3,697.75;12/23/20, 12:10 PM;;$343,937.50;0.0;
2751;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,700.75;12/23/20, 12:20 PM;$112.50;$343,987.50;-50.0;
2752;shared_kg_EveryTickOHLC(OHLC|3,698.75|3,700|3,698|3,699.75);Buy to Open;1;50.0;$3,698.50;12/23/20, 12:20 PM;;$344,050.00;0.0;
2753;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,700.00;12/23/20, 12:30 PM;$100.00;$344,050.00;-50.0;
2754;shared_kg_EveryTickOHLC(OHLC|3,699.75|3,700.5|3,698.75|3,700);Buy to Open;1;50.0;$3,698.00;12/23/20, 12:30 PM;;$344,150.00;0.0;
2755;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,700.50;12/23/20, 12:40 PM;$87.50;$344,137.50;-50.0;
2756;shared_kg_EveryTickOHLC(OHLC|3,700.25|3,701.75|3,699.75|3,700.75);Buy to Open;1;50.0;$3,698.75;12/23/20, 12:40 PM;;$344,237.50;0.0;
2757;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,701.75;12/23/20, 12:50 PM;$100.00;$344,362.50;-50.0;
2758;shared_kg_EveryTickOHLC(OHLC|3,701|3,701.5|3,699|3,699.25);Buy to Open;1;50.0;$3,699.75;12/23/20, 12:50 PM;;$344,337.50;0.0;
2759;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,701.50;12/23/20, 1:00 PM;$125.00;$344,487.50;-50.0;
2760;shared_kg_EveryTickOHLC(OHLC|3,699|3,700.75|3,698.5|3,698.5);Buy to Open;1;50.0;$3,699.00;12/23/20, 1:00 PM;;$344,462.50;0.0;
2761;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,700.75;12/23/20, 1:10 PM;$112.50;$344,625.00;-50.0;
2762;shared_kg_EveryTickOHLC(OHLC|3,698.5|3,699|3,696.75|3,697.5);Buy to Open;1;50.0;$3,698.50;12/23/20, 1:10 PM;;$344,575.00;0.0;
2763;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,699.00;12/23/20, 1:20 PM;$112.50;$344,725.00;-50.0;
2764;shared_kg_EveryTickOHLC(OHLC|3,697.5|3,697.75|3,695.75|3,696);Buy to Open;1;50.0;$3,696.75;12/23/20, 1:20 PM;;$344,687.50;0.0;
2765;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,697.75;12/23/20, 1:30 PM;$100.00;$344,687.50;-50.0;
2766;shared_kg_EveryTickOHLC(OHLC|3,695.75|3,698.25|3,695.75|3,697.75);Buy to Open;1;50.0;$3,695.75;12/23/20, 1:30 PM;;$344,787.50;0.0;
2767;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,698.25;12/23/20, 1:40 PM;$125.00;$344,875.00;-50.0;
2768;shared_kg_EveryTickOHLC(OHLC|3,697.5|3,698.5|3,695.75|3,696.5);Buy to Open;1;50.0;$3,695.75;12/23/20, 1:40 PM;;$344,912.50;0.0;
2769;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,698.50;12/23/20, 1:50 PM;$137.50;$345,112.50;-50.0;
2770;shared_kg_EveryTickOHLC(OHLC|3,696.75|3,696.75|3,694|3,694.5);Buy to Open;1;50.0;$3,695.75;12/23/20, 1:50 PM;;$345,050.00;0.0;
2771;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,696.75;12/23/20, 2:00 PM;$137.50;$345,150.00;-50.0;
2772;shared_kg_EveryTickOHLC(OHLC|3,694.25|3,695.25|3,693.5|3,694.75);Buy to Open;1;50.0;$3,694.00;12/23/20, 2:00 PM;;$345,187.50;0.0;
2773;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,695.25;12/23/20, 2:10 PM;$87.50;$345,162.50;-50.0;
2774;shared_kg_EveryTickOHLC(OHLC|3,694.75|3,696.75|3,694.5|3,695.75);Buy to Open;1;50.0;$3,693.50;12/23/20, 2:10 PM;;$345,275.00;0.0;
2775;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,696.75;12/23/20, 2:20 PM;$112.50;$345,462.50;-50.0;
2776;shared_kg_EveryTickOHLC(OHLC|3,695.5|3,696.25|3,692.75|3,693);Buy to Open;1;50.0;$3,694.50;12/23/20, 2:20 PM;;$345,387.50;0.0;
2777;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$3,696.25;12/23/20, 2:30 PM;$175.00;$345,500.00;-50.0;
2778;shared_kg_EveryTickOHLC(OHLC|3,693|3,695.5|3,692.75|3,694);Buy to Open;1;50.0;$3,692.75;12/23/20, 2:30 PM;;$345,562.50;0.0;
